insert into PURCHASEEVENT values(1, 30, 158, (TO_DATE('01/03/2005', 'mm/dd/yyyy')), 3.46); 
insert into PURCHASEEVENT values(1623, 9, 41, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.98); 
insert into PURCHASEEVENT values(1624, 9, 18, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.99); 
insert into PURCHASEEVENT values(1625, 9, 75, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.58); 
insert into PURCHASEEVENT values(1626, 46, 184, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.87); 
insert into PURCHASEEVENT values(1627, 27, 159, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.89); 
insert into PURCHASEEVENT values(1628, 56, 288, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.55); 
insert into PURCHASEEVENT values(1629, 11, 45, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.5); 
insert into PURCHASEEVENT values(1630, 28, 153, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.11); 
insert into PURCHASEEVENT values(1631, 23, 177, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.98); 
insert into PURCHASEEVENT values(1632, 11, 26, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.82); 
insert into PURCHASEEVENT values(1633, 3, 46, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.9); 
insert into PURCHASEEVENT values(1634, 55, 332, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 3.31); 
insert into PURCHASEEVENT values(1635, 43, 212, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 4.46); 
insert into PURCHASEEVENT values(1636, 34, 172, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.62); 
insert into PURCHASEEVENT values(1637, 34, 144, (TO_DATE('02/09/2005', 'mm/dd/yyyy')), 2.89); 
insert into PURCHASEEVENT values(1638, 46, 252, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.48); 
insert into PURCHASEEVENT values(1639, 54, 330, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.22); 
insert into PURCHASEEVENT values(1640, 15, 71, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.16); 
insert into PURCHASEEVENT values(1641, 13, 74, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.25); 
insert into PURCHASEEVENT values(1642, 33, 131, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.72); 
insert into PURCHASEEVENT values(1643, 36, 156, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.07); 
insert into PURCHASEEVENT values(1644, 48, 340, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.52); 
insert into PURCHASEEVENT values(1645, 14, 67, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.32); 
insert into PURCHASEEVENT values(1646, 54, 282, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.45); 
insert into PURCHASEEVENT values(1647, 43, 249, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.54); 
insert into PURCHASEEVENT values(1648, 45, 188, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.29); 
insert into PURCHASEEVENT values(1649, 8, 3, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.58); 
insert into PURCHASEEVENT values(1650, 29, 174, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.13); 
insert into PURCHASEEVENT values(1651, 33, 123, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.72); 
insert into PURCHASEEVENT values(1652, 40, 190, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.19); 
insert into PURCHASEEVENT values(1653, 39, 192, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.12); 
insert into PURCHASEEVENT values(1654, 16, 21, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.14); 
insert into PURCHASEEVENT values(1655, 45, 193, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.34); 
insert into PURCHASEEVENT values(1656, 7, 72, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.09); 
insert into PURCHASEEVENT values(1657, 15, 70, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.39); 
insert into PURCHASEEVENT values(1658, 11, 54, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.71); 
insert into PURCHASEEVENT values(1659, 56, 359, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.47); 
insert into PURCHASEEVENT values(1660, 49, 308, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.96); 
insert into PURCHASEEVENT values(1661, 16, 46, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.24); 
insert into PURCHASEEVENT values(1662, 51, 276, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.13); 
insert into PURCHASEEVENT values(1663, 46, 255, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.65); 
insert into PURCHASEEVENT values(1664, 31, 133, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.63); 
insert into PURCHASEEVENT values(1665, 9, 88, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.75); 
insert into PURCHASEEVENT values(1666, 39, 203, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.94); 
insert into PURCHASEEVENT values(1667, 14, 83, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.89); 
insert into PURCHASEEVENT values(1668, 45, 191, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.08); 
insert into PURCHASEEVENT values(1669, 45, 208, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.82); 
insert into PURCHASEEVENT values(1670, 53, 353, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.67); 
insert into PURCHASEEVENT values(1671, 10, 47, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.58); 
insert into PURCHASEEVENT values(1672, 46, 217, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.92); 
insert into PURCHASEEVENT values(1673, 44, 236, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.63); 
insert into PURCHASEEVENT values(1674, 36, 134, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 5.22); 
insert into PURCHASEEVENT values(1675, 4, 19, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.22); 
insert into PURCHASEEVENT values(1676, 17, 126, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 5.34); 
insert into PURCHASEEVENT values(1677, 51, 299, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.33); 
insert into PURCHASEEVENT values(1678, 54, 300, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.22); 
insert into PURCHASEEVENT values(1679, 13, 7, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.35); 
insert into PURCHASEEVENT values(1680, 41, 247, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.93); 
insert into PURCHASEEVENT values(1681, 28, 143, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.24); 
insert into PURCHASEEVENT values(1682, 35, 150, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.21); 
insert into PURCHASEEVENT values(1683, 44, 269, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.61); 
insert into PURCHASEEVENT values(1684, 13, 58, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 4.2); 
insert into PURCHASEEVENT values(1685, 41, 251, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.86); 
insert into PURCHASEEVENT values(1686, 56, 300, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.59); 
insert into PURCHASEEVENT values(1687, 52, 339, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.18); 
insert into PURCHASEEVENT values(1688, 4, 78, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.28); 
insert into PURCHASEEVENT values(1689, 44, 206, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 3.9); 
insert into PURCHASEEVENT values(1690, 43, 270, (TO_DATE('02/10/2005', 'mm/dd/yyyy')), 2.88); 
insert into PURCHASEEVENT values(1691, 45, 261, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.36); 
insert into PURCHASEEVENT values(1692, 46, 268, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.45); 
insert into PURCHASEEVENT values(1693, 53, 302, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.78); 
insert into PURCHASEEVENT values(1694, 48, 316, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.21); 
insert into PURCHASEEVENT values(1695, 7, 6, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.58); 
insert into PURCHASEEVENT values(1696, 44, 239, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.21); 
insert into PURCHASEEVENT values(1697, 45, 261, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.71); 
insert into PURCHASEEVENT values(1698, 33, 116, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.82); 
insert into PURCHASEEVENT values(1699, 55, 344, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.56); 
insert into PURCHASEEVENT values(1700, 23, 156, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.72); 
insert into PURCHASEEVENT values(1701, 56, 271, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.33); 
insert into PURCHASEEVENT values(1702, 46, 267, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.64); 
insert into PURCHASEEVENT values(1703, 54, 286, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.59); 
insert into PURCHASEEVENT values(1704, 56, 290, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.06); 
insert into PURCHASEEVENT values(1705, 7, 57, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.27); 
insert into PURCHASEEVENT values(1706, 37, 202, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.47); 
insert into PURCHASEEVENT values(1707, 30, 129, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.36); 
insert into PURCHASEEVENT values(1708, 55, 283, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.05); 
insert into PURCHASEEVENT values(1709, 43, 219, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.58); 
insert into PURCHASEEVENT values(1710, 44, 250, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.16); 
insert into PURCHASEEVENT values(1711, 13, 80, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.98); 
insert into PURCHASEEVENT values(1712, 12, 17, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.66); 
insert into PURCHASEEVENT values(1713, 54, 319, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.34); 
insert into PURCHASEEVENT values(1714, 9, 16, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.97); 
insert into PURCHASEEVENT values(1715, 56, 293, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.89); 
insert into PURCHASEEVENT values(1716, 14, 9, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.11); 
insert into PURCHASEEVENT values(1717, 23, 175, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.41); 
insert into PURCHASEEVENT values(1718, 31, 145, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.47); 
insert into PURCHASEEVENT values(1719, 53, 319, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.5); 
insert into PURCHASEEVENT values(1720, 11, 19, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.6); 
insert into PURCHASEEVENT values(1721, 29, 114, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.47); 
insert into PURCHASEEVENT values(1722, 32, 102, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.37); 
insert into PURCHASEEVENT values(1723, 49, 322, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.38); 
insert into PURCHASEEVENT values(1724, 12, 7, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.91); 
insert into PURCHASEEVENT values(1725, 40, 263, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.26); 
insert into PURCHASEEVENT values(1726, 34, 97, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.61); 
insert into PURCHASEEVENT values(1727, 44, 224, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.02); 
insert into PURCHASEEVENT values(1728, 2, 48, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.71); 
insert into PURCHASEEVENT values(1729, 53, 295, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.01); 
insert into PURCHASEEVENT values(1730, 15, 22, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.29); 
insert into PURCHASEEVENT values(1731, 46, 251, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.25); 
insert into PURCHASEEVENT values(1732, 46, 237, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.21); 
insert into PURCHASEEVENT values(1733, 22, 175, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.07); 
insert into PURCHASEEVENT values(1734, 9, 3, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.17); 
insert into PURCHASEEVENT values(1735, 14, 71, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.99); 
insert into PURCHASEEVENT values(1736, 46, 235, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.6); 
insert into PURCHASEEVENT values(1737, 27, 155, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.47); 
insert into PURCHASEEVENT values(1738, 13, 7, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.14); 
insert into PURCHASEEVENT values(1739, 43, 268, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.55); 
insert into PURCHASEEVENT values(1740, 2, 19, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.15); 
insert into PURCHASEEVENT values(1741, 23, 100, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.63); 
insert into PURCHASEEVENT values(1742, 6, 22, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.83); 
insert into PURCHASEEVENT values(1743, 9, 18, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.43); 
insert into PURCHASEEVENT values(1744, 56, 322, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.01); 
insert into PURCHASEEVENT values(1745, 42, 242, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.44); 
insert into PURCHASEEVENT values(1746, 42, 266, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.83); 
insert into PURCHASEEVENT values(1747, 55, 324, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.66); 
insert into PURCHASEEVENT values(1748, 36, 115, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.47); 
insert into PURCHASEEVENT values(1749, 47, 347, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.45); 
insert into PURCHASEEVENT values(1750, 16, 19, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.45); 
insert into PURCHASEEVENT values(1751, 40, 245, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.15); 
insert into PURCHASEEVENT values(1752, 11, 14, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 4.79); 
insert into PURCHASEEVENT values(1753, 15, 82, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.03); 
insert into PURCHASEEVENT values(1754, 17, 112, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.57); 
insert into PURCHASEEVENT values(1755, 7, 5, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.42); 
insert into PURCHASEEVENT values(1756, 56, 341, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 2.99); 
insert into PURCHASEEVENT values(1757, 43, 183, (TO_DATE('02/11/2005', 'mm/dd/yyyy')), 3.11); 
insert into PURCHASEEVENT values(1758, 46, 227, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.18); 
insert into PURCHASEEVENT values(1759, 30, 163, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.76); 
insert into PURCHASEEVENT values(1760, 31, 121, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 4.55); 
insert into PURCHASEEVENT values(1761, 11, 37, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 4.99); 
insert into PURCHASEEVENT values(1762, 30, 169, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.95); 
insert into PURCHASEEVENT values(1763, 5, 36, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.65); 
insert into PURCHASEEVENT values(1764, 54, 320, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.72); 
insert into PURCHASEEVENT values(1765, 51, 278, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 4.41); 
insert into PURCHASEEVENT values(1766, 15, 47, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.02); 
insert into PURCHASEEVENT values(1767, 38, 259, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.68); 
insert into PURCHASEEVENT values(1768, 10, 42, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 5.26); 
insert into PURCHASEEVENT values(1769, 47, 337, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.16); 
insert into PURCHASEEVENT values(1770, 56, 341, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.38); 
insert into PURCHASEEVENT values(1771, 46, 206, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 4.05); 
insert into PURCHASEEVENT values(1772, 31, 167, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.55); 
insert into PURCHASEEVENT values(1773, 16, 13, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 5.15); 
insert into PURCHASEEVENT values(1774, 43, 246, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.41); 
insert into PURCHASEEVENT values(1775, 46, 207, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.93); 
insert into PURCHASEEVENT values(1776, 54, 306, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 4.04); 
insert into PURCHASEEVENT values(1777, 53, 290, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.64); 
insert into PURCHASEEVENT values(1778, 29, 94, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.99); 
insert into PURCHASEEVENT values(1779, 51, 328, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.87); 
insert into PURCHASEEVENT values(1780, 16, 40, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 4.42); 
insert into PURCHASEEVENT values(1781, 31, 126, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 5.22); 
insert into PURCHASEEVENT values(1782, 17, 114, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.31); 
insert into PURCHASEEVENT values(1783, 49, 333, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.59); 
insert into PURCHASEEVENT values(1784, 16, 57, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.45); 
insert into PURCHASEEVENT values(1785, 14, 86, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.88); 
insert into PURCHASEEVENT values(1786, 38, 187, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.0); 
insert into PURCHASEEVENT values(1787, 46, 181, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.04); 
insert into PURCHASEEVENT values(1788, 44, 238, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.76); 
insert into PURCHASEEVENT values(1789, 30, 96, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 4.34); 
insert into PURCHASEEVENT values(1790, 11, 59, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.61); 
insert into PURCHASEEVENT values(1791, 45, 209, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 4.22); 
insert into PURCHASEEVENT values(1792, 32, 113, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 4.1); 
insert into PURCHASEEVENT values(1793, 55, 271, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.14); 
insert into PURCHASEEVENT values(1794, 34, 109, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.31); 
insert into PURCHASEEVENT values(1795, 8, 27, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.24); 
insert into PURCHASEEVENT values(1796, 41, 191, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.82); 
insert into PURCHASEEVENT values(1797, 56, 286, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 2.84); 
insert into PURCHASEEVENT values(1798, 35, 169, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.47); 
insert into PURCHASEEVENT values(1799, 43, 240, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.24); 
insert into PURCHASEEVENT values(1800, 13, 64, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 3.49); 
insert into PURCHASEEVENT values(1801, 14, 35, (TO_DATE('02/14/2005', 'mm/dd/yyyy')), 4.16); 
insert into PURCHASEEVENT values(1802, 10, 13, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.65); 
insert into PURCHASEEVENT values(1803, 48, 342, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.81); 
insert into PURCHASEEVENT values(1804, 51, 341, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.69); 
insert into PURCHASEEVENT values(1805, 15, 21, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.47); 
insert into PURCHASEEVENT values(1806, 53, 300, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.42); 
insert into PURCHASEEVENT values(1807, 54, 302, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.95); 
insert into PURCHASEEVENT values(1808, 52, 289, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.97); 
insert into PURCHASEEVENT values(1809, 51, 327, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.38); 
insert into PURCHASEEVENT values(1810, 1, 67, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.44); 
insert into PURCHASEEVENT values(1811, 15, 18, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.44); 
insert into PURCHASEEVENT values(1812, 46, 209, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.71); 
insert into PURCHASEEVENT values(1813, 44, 266, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.55); 
insert into PURCHASEEVENT values(1814, 48, 326, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.27); 
insert into PURCHASEEVENT values(1815, 47, 272, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.79); 
insert into PURCHASEEVENT values(1816, 56, 291, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.62); 
insert into PURCHASEEVENT values(1817, 24, 134, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.71); 
insert into PURCHASEEVENT values(1818, 50, 311, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.13); 
insert into PURCHASEEVENT values(1819, 42, 196, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.1); 
insert into PURCHASEEVENT values(1820, 43, 266, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.59); 
insert into PURCHASEEVENT values(1821, 45, 225, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.57); 
insert into PURCHASEEVENT values(1822, 29, 127, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.49); 
insert into PURCHASEEVENT values(1823, 33, 121, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.07); 
insert into PURCHASEEVENT values(1824, 54, 335, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.58); 
insert into PURCHASEEVENT values(1825, 53, 317, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.59); 
insert into PURCHASEEVENT values(1826, 52, 290, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.01); 
insert into PURCHASEEVENT values(1827, 41, 265, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.13); 
insert into PURCHASEEVENT values(1828, 54, 353, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.46); 
insert into PURCHASEEVENT values(1829, 46, 262, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.69); 
insert into PURCHASEEVENT values(1830, 30, 103, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.27); 
insert into PURCHASEEVENT values(1831, 44, 264, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 2.82); 
insert into PURCHASEEVENT values(1832, 38, 206, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.45); 
insert into PURCHASEEVENT values(1833, 44, 265, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 1.99); 
insert into PURCHASEEVENT values(1834, 16, 29, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.84); 
insert into PURCHASEEVENT values(1835, 53, 276, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.62); 
insert into PURCHASEEVENT values(1836, 55, 359, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.37); 
insert into PURCHASEEVENT values(1837, 26, 102, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.03); 
insert into PURCHASEEVENT values(1838, 16, 39, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.83); 
insert into PURCHASEEVENT values(1839, 26, 143, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.19); 
insert into PURCHASEEVENT values(1840, 11, 79, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.74); 
insert into PURCHASEEVENT values(1841, 30, 127, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.63); 
insert into PURCHASEEVENT values(1842, 3, 56, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.13); 
insert into PURCHASEEVENT values(1843, 32, 131, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 4.42); 
insert into PURCHASEEVENT values(1844, 53, 308, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.99); 
insert into PURCHASEEVENT values(1845, 45, 262, (TO_DATE('02/15/2005', 'mm/dd/yyyy')), 3.1); 
insert into PURCHASEEVENT values(1846, 14, 31, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.85); 
insert into PURCHASEEVENT values(1847, 56, 324, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.77); 
insert into PURCHASEEVENT values(1848, 44, 244, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 2.79); 
insert into PURCHASEEVENT values(1849, 35, 162, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.82); 
insert into PURCHASEEVENT values(1850, 55, 340, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 2.86); 
insert into PURCHASEEVENT values(1851, 8, 49, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 3.05); 
insert into PURCHASEEVENT values(1852, 34, 169, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 2.93); 
insert into PURCHASEEVENT values(1853, 45, 202, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 4.03); 
insert into PURCHASEEVENT values(1854, 39, 225, (TO_DATE('02/16/2005', 'mm/dd/yyyy')), 4.4); 
